Award Year,Category,Category Full Name,Date Awarded,Laureate Name,Known Name,Gender,Birth Date,Birth Place,Birth Country,Birth Continent,Identification,Motivation,Prize Amount,Prize Amount Adjusted
1923,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1923-10-25,Frederick Grant Banting,Frederick G. Banting,male,1891-11-14,Alliston,Canada,North America,313,for the discovery of insulin,114935,3590029
1923,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1923-10-25,John James Rickard Macleod,John Macleod,male,1876-09-06,Cluny,Scotland,Europe,314,for the discovery of insulin,114935,3590029
1924,Literature,The Nobel Prize in Literature,1924-11-13,Władysław Stanisław Reymont,Władysław Reymont,male,1867-05-07,Kobiele Wielkie,Russian Empire,Europe,594,"for his great national epic, <I>The Peasants</I>",116719,3645752
1924,Physics,The Nobel Prize in Physics,1925-11-12,Karl Manne Georg Siegbahn,Manne Siegbahn,male,1886-12-03,Örebro,Sweden,Europe,29,for his discoveries and research in the field of X-ray spectroscopy,116719,3645752
1924,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1924-10-23,Willem Einthoven,Willem Einthoven,male,1860-05-21,Semarang,"Java, Dutch East Indies",Asia,315,for his discovery of the mechanism of the electrocardiogram,116719,3645752
1925,Chemistry,The Nobel Prize in Chemistry,1926-11-11,Richard Adolf Zsigmondy,Richard Zsigmondy,male,1865-04-01,Vienna,Austrian Empire,Europe,182,"for his demonstration of the heterogenous nature of colloid solutions and for the methods he used, which have since become fundamental in modern colloid chemistry",118165,3637427
1925,Literature,The Nobel Prize in Literature,1926-11-11,George Bernard Shaw,George Bernard Shaw,male,1856-07-26,Dublin,Ireland,Europe,596,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",118165,3637427
1925,Peace,The Nobel Peace Prize,1926-12-10,Sir Austen Chamberlain,Sir Austen Chamberlain,male,1863-10-16,Birmingham,United Kingdom,Europe,488,for his crucial role in bringing about the Locarno Treaty,118165,3637427
1925,Peace,The Nobel Peace Prize,1926-12-10,Charles Gates Dawes,Charles G. Dawes,male,1865-08-27,"Marietta, OH",USA,North America,489,for his crucial role in bringing about the Dawes Plan,118165,3637427
1925,Physics,The Nobel Prize in Physics,1926-11-11,James Franck,James Franck,male,1882-08-26,Hamburg,Germany,Europe,30,for their discovery of the laws governing the impact of an electron upon an atom,118165,3637427
1925,Physics,The Nobel Prize in Physics,1926-11-11,Gustav Ludwig Hertz,Gustav Hertz,male,1887-07-22,Hamburg,Germany,Europe,31,for their discovery of the laws governing the impact of an electron upon an atom,118165,3637427
1926,Chemistry,The Nobel Prize in Chemistry,1926-11-11,The (Theodor) Svedberg,The Svedberg,male,1884-08-30,Fleräng,Sweden,Europe,183,for his work on disperse systems,116960,3707807
1926,Literature,The Nobel Prize in Literature,1927-11-10,Grazia Deledda,Grazia Deledda,female,1871-09-27,"Nuoro, Sardinia",Italy,Europe,597,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,116960,3707807
1926,Peace,The Nobel Peace Prize,1926-12-10,Aristide Briand,Aristide Briand,male,1862-03-28,Nantes,France,Europe,490,for their crucial role in bringing about the Locarno Treaty,116960,3707807
1926,Peace,The Nobel Peace Prize,1926-12-10,Gustav Stresemann,Gustav Stresemann,male,1878-05-10,Berlin,Germany,Europe,491,for their crucial role in bringing about the Locarno Treaty,116960,3707807
1926,Physics,The Nobel Prize in Physics,1926-11-11,Jean Baptiste Perrin,Jean Baptiste Perrin,male,1870-09-30,Lille,France,Europe,32,"for his work on the discontinuous structure of matter, and especially for his discovery of sedimentation equilibrium",116960,3707807
1926,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1927-10-27,Johannes Andreas Grib Fibiger,Johannes Fibiger,male,1867-04-23,Silkeborg,Denmark,Europe,316,for his discovery of the Spiroptera carcinoma,116960,3707807
1927,Chemistry,The Nobel Prize in Chemistry,1928-11-13,Heinrich Otto Wieland,Heinrich Wieland,male,1877-06-04,Pforzheim,Germany,Europe,184,for his investigations of the constitution of the bile acids and related substances,126501,4071032
1927,Literature,The Nobel Prize in Literature,1928-11-13,Henri Bergson,Henri Bergson,male,1859-10-18,Paris,France,Europe,600,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,126501,4071032
1927,Peace,The Nobel Peace Prize,1927-12-10,Ferdinand Buisson,Ferdinand Buisson,male,1841-12-20,Paris,France,Europe,492,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,126501,4071032
1927,Peace,The Nobel Peace Prize,1927-12-10,Ludwig Quidde,Ludwig Quidde,male,1858-03-23,Bremen,Germany,Europe,493,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,126501,4071032
1927,Physics,The Nobel Prize in Physics,1927-11-10,Arthur Holly Compton,Arthur H. Compton,male,1892-09-10,"Wooster, OH",USA,North America,33,for his discovery of the effect named after him,126501,4071032
1927,Physics,The Nobel Prize in Physics,1927-11-10,Charles Thomson Rees Wilson,C.T.R. Wilson,male,1869-02-14,Glencorse,Scotland,Europe,34,for his method of making the paths of electrically charged particles visible by condensation of vapour,126501,4071032
1927,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1927-10-27,Julius Wagner-Jauregg,Julius Wagner-Jauregg,male,1857-03-07,Wels,Austria,Europe,317,for his discovery of the therapeutic value of malaria inoculation in the treatment of dementia paralytica,126501,4071032
1928,Chemistry,The Nobel Prize in Chemistry,1928-11-13,Adolf Otto Reinhold Windaus,Adolf Windaus,male,1876-12-25,Berlin,Germany,Europe,185,for the services rendered through his research into the constitution of the sterols and their connection with the vitamins,156939,5050582
1928,Literature,The Nobel Prize in Literature,1928-11-13,Sigrid Undset,Sigrid Undset,female,1882-05-20,Kalundborg,Denmark,Europe,601,principally for her powerful descriptions of Northern life during the Middle Ages,156939,5050582
1928,Physics,The Nobel Prize in Physics,1929-11-12,Owen Willans Richardson,Owen Willans Richardson,male,1879-04-26,Dewsbury,United Kingdom,Europe,35,for his work on the thermionic phenomenon and especially for the discovery of the law named after him,156939,5050582
1928,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1928-10-25,Charles Jules Henri Nicolle,Charles Nicolle,male,1866-09-21,Rouen,France,Europe,318,for his work on typhus,156939,5050582
1929,Chemistry,The Nobel Prize in Chemistry,1929-11-12,Arthur Harden,Arthur Harden,male,1865-10-12,Manchester,United Kingdom,Europe,186,for their investigations on the fermentation of sugar and fermentative enzymes,172760,5559731
1929,Chemistry,The Nobel Prize in Chemistry,1929-11-12,Hans Karl August Simon von Euler-Chelpin,Hans von Euler-Chelpin,male,1873-02-15,Augsburg,Germany,Europe,187,for their investigations on the fermentation of sugar and fermentative enzymes,172760,5559731
1929,Literature,The Nobel Prize in Literature,1929-11-12,Thomas Mann,Thomas Mann,male,1875-06-06,Lübeck,Germany,Europe,602,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature",172760,5559731
1929,Peace,The Nobel Peace Prize,1930-12-10,Frank Billings Kellogg,Frank B. Kellogg,male,1856-12-22,"Potsdam, NY",USA,North America,494,for his crucial role in bringing about the Briand-Kellogg Pact,172760,5559731
1929,Physics,The Nobel Prize in Physics,1929-11-12,Prince Louis-Victor Pierre Raymond de Broglie,Louis de Broglie,male,1892-08-15,Dieppe,France,Europe,36,for his discovery of the wave nature of electrons,172760,5559731
1929,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1929-10-31,Christiaan Eijkman,Christiaan Eijkman,male,1858-08-11,Nijkerk,the Netherlands,Europe,319,for his discovery of the antineuritic vitamin,172760,5559731
1929,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1929-10-31,Sir Frederick Gowland Hopkins,Sir Frederick Hopkins,male,1861-06-20,Eastbourne,United Kingdom,Europe,320,for his discovery of the growth-stimulating vitamins,172760,5559731
1930,Chemistry,The Nobel Prize in Chemistry,1930-11-13,Hans Fischer,Hans Fischer,male,1881-07-27,Hoechst,Germany,Europe,188,for his researches into the constitution of haemin and chlorophyll and especially for his synthesis of haemin,172947,5739679
1930,Literature,The Nobel Prize in Literature,1930-11-05,Sinclair Lewis,Sinclair Lewis,male,1885-02-07,"Sauk Centre, MN",USA,North America,603,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",172947,5739679
1930,Peace,The Nobel Peace Prize,1930-12-10,Lars Olof Jonathan (Nathan) Söderblom,Nathan Söderblom,male,1866-01-15,Trönö,Sweden,Europe,495,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',172947,5739679
1930,Physics,The Nobel Prize in Physics,1930-11-13,Sir Chandrasekhara Venkata Raman,Sir Chandrasekhara Venkata Raman,male,1888-11-07,Tiruchirappalli,India,Asia,37,for his work on the scattering of light and for the discovery of the effect named after him,172947,5739679
1930,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1930-10-30,Karl Landsteiner,Karl Landsteiner,male,1868-06-14,Vienna,Austrian Empire,Europe,321,for his discovery of human blood groups,172947,5739679
1931,Chemistry,The Nobel Prize in Chemistry,1931-11-12,Carl Bosch,Carl Bosch,male,1874-08-27,Cologne,Germany,Europe,189,in recognition of their contributions to the invention and development of chemical high pressure methods,173206,5933702
1931,Chemistry,The Nobel Prize in Chemistry,1931-11-12,Friedrich Bergius,Friedrich Bergius,male,1884-10-11,"Goldschmieden, near Breslau",Germany,Europe,190,in recognition of their contributions to the invention and development of chemical high pressure methods,173206,5933702
1931,Literature,The Nobel Prize in Literature,1931-11-08,Erik Axel Karlfeldt,Erik Axel Karlfeldt,male,1864-07-20,Karlbo,Sweden,Europe,604,The poetry of Erik Axel Karlfeldt,173206,5933702
1931,Peace,The Nobel Peace Prize,1931-12-10,Jane Addams,Jane Addams,female,1860-09-06,"Cedarville, IL",USA,North America,496,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,173206,5933702
1931,Peace,The Nobel Peace Prize,1931-12-10,Nicholas Murray Butler,Nicholas Murray Butler,male,1862-04-02,"Elizabeth, NJ",USA,North America,497,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,173206,5933702
1931,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1931-10-29,Otto Heinrich Warburg,Otto Warburg,male,1883-10-08,Freiburg im Breisgau,Germany,Europe,322,for his discovery of the nature and mode of action of the respiratory enzyme,173206,5933702
1932,Chemistry,The Nobel Prize in Chemistry,1932-11-10,Irving Langmuir,Irving Langmuir,male,1881-01-31,"Brooklyn, NY",USA,North America,191,for his discoveries and investigations in surface chemistry,171753,5980383
1932,Literature,The Nobel Prize in Literature,1932-11-10,John Galsworthy,John Galsworthy,male,1867-08-14,Kingston Hill,United Kingdom,Europe,605,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,171753,5980383
1932,Physics,The Nobel Prize in Physics,1933-11-09,Werner Karl Heisenberg,Werner Heisenberg,male,1901-12-05,Würzburg,Germany,Europe,38,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen",171753,5980383
1932,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1932-10-27,Sir Charles Scott Sherrington,Sir Charles Sherrington,male,1857-11-27,London,United Kingdom,Europe,323,for their discoveries regarding the functions of neurons,171753,5980383
1932,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1932-10-27,Edgar Douglas Adrian,Edgar Adrian,male,1889-11-30,London,United Kingdom,Europe,324,for their discoveries regarding the functions of neurons,171753,5980383
1933,Literature,The Nobel Prize in Literature,1933-11-09,Ivan Alekseyevich Bunin,Ivan Bunin,male,1870-10-22,Voronezh,Russia,Europe,606,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,170332,6131952
1933,Peace,The Nobel Peace Prize,1934-12-10,Sir Norman Angell (Ralph Lane),Sir Norman Angell,male,1872-12-26,Holbeach,United Kingdom,Europe,498,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,170332,6131952
1933,Physics,The Nobel Prize in Physics,1933-11-09,Erwin Schrödinger,Erwin Schrödinger,male,1887-08-12,Vienna,Austria,Europe,39,for the discovery of new productive forms of atomic theory,170332,6131952
